sid,text,true_speaker,all_names,is_self_intro,self_intro_name,
426260,"Lorna Greiss, Military Officers Association California Council of Chapters. We support this bill. Do the right thing. Yes.",Lorna Greiss,Lorna Greiss,1,Lorna Greiss,
348509,"Thank you Mr. Cooley. Mr. Levine, you are recognized.",Kevin Mullin,Cooley | Levine,0,,
441003,"Joe Michael for Equality California, we're proud to be a co-sponsor in strong support, thank you.",Joe Michael,Joe Michael,1,Joe Michael,
468443,"Allen? Aye. Anderson? Atkins? Aye. Bates? Aye. Beall? Aye. Berryhill? Aye. Bradford? Aye. Cannella? Aye. De Leon? Aye. Dodd? Aye. Fuller? Aye. Gaines? Aye. Galgiani? Aye. Glazer? Aye. Hernandez? Aye. Hertzberg? Hill? Aye. Hueso? Aye. Jackson? Aye. Lara? Leyva? Aye. McGuire? Aye. Mendoza? Aye. Mitchell? Aye. Monning? Aye. Aye, Moorlach? Aye. Morrell? Aye. Newman? Aye. Nguyen? Aye. Nielsen? Aye. Pan? Aye. Portantino? Aye. Roth? Aye. Skinner? Aye. Stern? Aye. Stone? Vidak? Wieckowski? Aye. Weiner? Aye. Wilk?",Committee Secretary,Allen | Anderson | Atkins | Bates | Beall | Berryhill | Bradford | Cannella | De Leon | Dodd | Fuller | Gaines | Galgiani | Glazer | Hernandez | Hertzberg | Hill | Hueso | Jackson | Lara | Leyva | McGuire | Mendoza | Mitchell | Monning | Moorlach | Morrell | Newman | Nguyen | Nielsen | Pan | Portantino | Roth | Skinner | Stern | Stone | Vidak | Wieckowski | Weiner | Wilk,0,,
488203,"I'd like to welcome Assemblymember Grayson who is helping us out today to present Assemblymember Gloria's bill, AB 1324. Would you like to do your opening statement?",Cecilia Aguiar-Curry,Grayson | Gloria,0,,
461037,"Thank you very much, Mr. Diaz. Next witness in support.",Kevin De Leon,Diaz,0,,
363874,"Thank you very much, Mr. Kiley, I appreciate that very much. With that, the clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote. Clerk will close the roll, tally the vote. Ayes 70, no 0, that measure passes. File Items 46, 47, 48 pass and retain. File Item 49 is AB 1695, the clerk will read.",Anthony Rendon,Kiley | Clerk,0,,
553962,"Senator Allen? Dodd? Gaines? Mcguire? Aye. Mcguire, aye. Vidak? Vidak, aye. 10, 10-0.",Committee Secretary,Allen | Dodd | Gaines | Mcquire | Vidak,0,,
476058,"Senator Stern moves the call. File Item 111, Senator Mitchell.",Connie Leyva,Stern | Mitchell,0,,
476914,"Andrew Medina with Asian Americans Advancing Justice-California, also in support of the additional investment for DACA recipients. Thank you.",Andrew Medina,Andrew Medina,1,Andrew Medina,
438600,"Thank you very much. Do we need some authors? Yeah, we need authors. Yeah, they're continuing. We have an author in the house. We have Assemblymember Chu, On item 807. Assemblymember, you're recognized.",Ben Hueso,Chu,0,,
362735,"Ms. Baker, you may open on the resolution.",Kevin Mullin,Baker,0,,
468151,"Thank you, Senator Nguyen, Senator Moorlach?",Ted Gaines,Nguyen | Moorlach,0,,
620508,"Nguyen. Aye. Nguyen, aye. Hernandez. Aye. Hernandez, aye. Leyva? Aye. Leyva, aye. Newman?",Committee Secretary,Nguyen | Hernandez | Levya | Newman,0,,
369947,"Anderson? Aye. Anderson aye, Hertzberg? Aye. Hertzberg aye.",Committee Secretary,Anderson | Hertzberg,0,,
638286,"Thank you, members. Assemblymember Frazier, you are recognized for your guest introductions from the rear of the chamber.",Laura Friedman,Frazier,0,,
665865,"Yvette Ale with Californians United For A Responsible Budget, a coalition of over 80 grassroots organizations in California. Support bail reform strongly oppose SB 10, because of the fiscal and social implications of this Bill.",Yvette Ale,Yvette Ale,1,Yvette Ale,
312337,"Yang Lee, Department of Finance.",Yang Lee,Yang Lee,1,Yang Lee,
328409,"The motion is do pass and refer to Committee and appropriations. Talamantes Eggman. Aye. Talamantes Eggman, aye. Lackey. Aye.>>Lackey, aye. Burke. Aye.>>Burke, aye. Flora.>>Aye. Flora, aye. Frazier. Aye. Frazier, aye. Medina.>>Not voting. Medina, not voting. Quirk-Silva. Aye.>>Quirk-Silva, aye.",Committee Secretary,Talamantes Eggman | Lackey | Burke | Flora | Frazier | Medina | Quirk-silva,0,,
350749,"Thank you, Senator Nguyen. Is there any debate or discussion on this item? Any debate or discussion? Senator Fuller.",Hannah-Beth Jackson,Nguyen | Fuller,0,,
614049,"Okay, thank you Ms. Costa. Senator Moorlach.",Philip Ting,Costa | Moorlach,0,,
681347,"Assembly Bill 553 by Assemblymember Daly, an act relating to workers' compensation.",Reading Clerk,Daly,0,,
598545,Thank you very much. Do we have any questions from the Committee? Assemblymember Baker.,Al Muratsuchi,Baker,0,,
379871,"Okay, perfect, so we'll put that over for Senator Wilk, that's SB 283, will be put over to the next hearing. So then we'll move right along with SB 293 by Senator Pan, witnesses in support?",Ricardo Lara,Wilk | Pan,0,,
602762,"Assembly Chamber, Sacramento, Wednesday, May 2nd, 2018. The Assembly met at 7 AM. Arnold Thermy Thurman Assemblymember...",Committee Secretary,Arnold Thermy Thurman,0,,
611427,Mr. Chiu.,Kevin Mullin,Chiu,0,,
612435,"No, we miss Mr. Obernolte too.",Richard Bloom,Obernolte,0,,
658297,"Thank you Madame President. AB 2310 will make changes in Calper's authority to allow them to implement an existing MOU between Napa County and county employees. Without this change a tortured process of votes and notice requirements could threaten employee pay, benefits, and retirement. This bill will avoid delays in implementation of the Cali's cautionary agreement which is unique because it is adjusted annually. AB 2310 has no opposition and passed unanimously in the Senate purse Committee. I respectfully ask for your aye vote.",Bill Dodd,Calper,0,,
399910,"All right, so we have a number of vote-on only items on Agenda Part B. But I understand there's desire to pull, Senator Anderson.",Nancy Skinner,Anderson,0,,
311579,"Thank you, Mr. Pro Tem.",Connie Leyva,Pro Tem,0,,
423457,"We can call those out specifically, item one, SB 19, Hill. Item two is Senate Bill 376, Bradford. And three, Senate Bill 549, Bradford, with amendments. And there's a motion that's been seconded.",Chris Holden,Bradford,0,,
329598,Questions from the members? Ms. Caballero.,Jim Cooper,Caballero,0,,
389829,"Thank you, Mr. Pro Tem, just to follow up on Senator Atkins, we talked a lot about Prop 65 yesterday, and the warnings. And as I said to you, they're everywhere so they're nowhere, right? Nobody pays attention to them anymore. They're talking about previously putting them up at Disneyland because of the brass bars in the waiting line. It's just ludicrous, at this point. So, I was happy to see that your organization is moving forward to try to clean this all up and I thought that was great. But I want to dig down a little bit more, from what we talked about yesterday. As we discussed, your organization is requesting additional money through the budget process in order to complete the safe use determinations, or SUDs, that provide assistance to businesses that wish to avoid unnecessary warnings. Increasing the number of SUDs issued by OEHHA could help businesses and avoid potential litigation, a huge problem associated with Prop 65. In your opinion, what else can you guys do to help advance the development and increase the frequency of issuing safe to use determinations? Okay. because if a business has to go spend $40,000 to do it, then at some point they're not going to do it, right? It becomes just too expensive.",Anthony Cannella,Pro Tem | Atkins,0,,
419022,"Thank you, Mr. Dahle. Mr. Cooley, you are recognized.",Kevin Mullin,Dahle | Cooley,0,,
632162,"Simeon Gant, California Black Health Network in support.",Simeon Gant,Simeon Gant,1,Simeon Gant,
643548,"Medina, aye. Baker? Arambula? Bloom? Chavez? No. Chavez, no. Irwin? Kiley? Levine? Aye. Levine aye. Low? Aye. Low aye. Patterson? No. Patterson, no. Quirk-Silva? Santiago? Webber?",Committee Secretary,Medina | Baker | Arambula | Bloom | Chavez | Irwin | Kiley | Levine | Low | Patterson | Quirk-Silva | Santiago | Webber,0,,
395536,"Go ahead, Senator Anderson.",Nancy Skinner,Anderson,0,,
323933,"Thank you Mr. Frazier. Mr. Fong, you are recognized.",Kevin Mullin,Frazier | Fong,0,,
627452,Bruce Shmiken Oakland Community Organization and Coalition for Police Accountability. And we strongly support.,Bruce Shmiken,Bruce Shmiken,1,Bruce Shmiken,
596057,Senator Portantino? Aye. Senator Jackson? Aye. Senator Moorlach? No.,Committee Secretary,Portantino | Jackson | Moorlach,0,,
300915,"Great, thank you Chairman Bell and Frazier, but I just wanted to take a couple of moments to talk to the taxpayers and to make sure they are put first and getting great value for any infrastructure investments the state makes because I don't think that has been the case so far. I recently saw that California is paying three times the national average for every road mile of maintenance in the state and that's unacceptable. The Legislature can't treat taxpayers like ATMs who just dispense money to government whenever Sacramento demands it, with no accountability. I want a commitment to cost savings reforms, so our families and businesses and drivers get a better rate of return on our investments. Reforms in our labor rules, environmental regulations, design bill regulations, and anything else that will let us do it better for the people paying for these bills. Also I know that our own Legislative Analyst has identified roughly $500 million of waste at Caltrans and that the state diverts about $1 billion in wait fees away from building roads and into the general fund. Any request for new money needs to be viewed through the lens of the current money that we are wasting or misappropriating. Lastly, I know that this hearing is not about high speed rail but it stands alone as a symbol of waste with cost estimates already spiraling out of control. We have only so much money and wasting it on trivial but wildly expensive projects is a blue print for failure. That will make it more and more difficult to build and repair the roads and bridges that people deserve. We also have a great opportunity to work with the Trump administration. Given that President Trump had made it a priority to include infrastructure improvement nationally. I would like to work with my colleagues across the aisle in that opportunity for bringing infrastructure dollars to California. Thank you.",Ted Gaines,Bell | Frazier | Trump,0,,
623795,"That excuse won't float. That does not go for us. Welcome to our world. I know. You know that you're done with that excuse, Senator Allen.",Jerry Hill,Allen,0,,
443264,"Thank you, I will now go back to Item 1, AB 258. Can I have a motion to pass as amended to Appropriations? A move by Senator Berryhill, would you please call the roll?",Scott Wiener,Berryhill,0,,
624499,"Thank you Mr. Jones-Sawyer. Ms. Melendez. Seeing no additional discussion or debate on the item. Clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote. The clerk will close the roll and tally the votes. Aye 50, noes 24, Senate amendments are concurred in. Members, while we are waiting, we do have a Consent Calendar.",Kevin Mullin,Jones-Sawyer | Melendez,0,,
306602,"All bills have been read, all amendments deemed adopted. We will now move to announcement and adjournments in memory. Thank you. The following members were granted prior permission to speak on adjourn in memory. Members please take your seats for the first adjourn in memory today. Members please, take your seats. Actually, they can go. Actually, members, in absence of objection, the quorum call is lifted, we will continue with the previously announced adjourn in memories. Mr. Flora, you are recognized.",Autumn Burke,Flora,0,,
649848,"Kathy Schur on behalf of the ACLU of California. I just want to note, we have been working very hard with the cosponsors. And we appreciate all their work with us to try and find a compromised solution that continues to make available all the data that is available now but in a more accessible format. We have worked hard at it and been unable to reach anything that satisfies both sides to this point. And I question why this has to happen right now and make these changes. And take this data away in a way that'll make it very hard to get back, rather than taking the time to figure out a better plan moving forward that integrates the dashboard and the SARC and makes all of the information accessible.",Kathy Schur,Kathy Schur,1,Kathy Schur,
469544,"Assembly Member Aguiar-Curry, you are recognized.",Autumn Burke,Aguiar-Curry,0,,
644226,"Of course, absolutely, thank you, Mr. Thurmond. Mr. Mayes.",Jim Wood,Thurmond | Mayes,0,,
597622,"Hi Lindsay Gradis with the American Lung Association in California, one of the proponents of Proposition 56. Also aligning my comments with that of CHEAC. And just highlighting that it's really important that these Prop 56 funds are allowed to be spent in the same way as the Prop 99 funds and this seems to do that. So we're happy with that.",Lindsay Gradis,Lindsay Gradis,1,Lindsay Gradis,
345460,So you would or Mr. Gall would? [Yes sir.] And do you think it's a good use of resources for the board to produce videos with the board member's likeness with some cost?,Philip Ting,Gall,0,,
492713,Senator Leyva.,Gavin Newsom,Leyva,0,,
373466,"Stone? Aye. Stone, aye. Cunningham? Aye. Cunnigham, aye. Chau? Aye. Chau, aye. Chiu? Aye. Chiu, aye. Garcia? Aye. Garcia, Aye. Holden? Kalra? Kalra, Aye. Kylie? Aye. Kylie, Aye. Maienschein? Maienschein, Aye. Reyes? Reyes, Aye. Ting? Aye. Ting, aye.",Committee Secretary,Stone | Cunningham | Chau | Chiu | Garcia | Holden | Kalra | Kylie | Maienschien | Reyes | Ting,0,,
537333,"Anderson? Anderson no, Bradford? Jackson?",Committee Secretary,Anderson | Bradford | Jackson,0,,
686162,"Thank you, Senator Moorlach. Mr. Secretary, please call the roll.",Connie Leyva,Moorlach,0,,
368912,"Wood. Aye. Wood, aye. Maienschein. Aye. Maienschein, aye. Bonta, Burke, Gallagher, Limon? Aye. Limon aye, Mccarty, Nazarian, Patterson? Aye. Patterson aye, Quirk-Silva, Ridley-Thomas, Rodriguez? Aye. Rodriguez aye, Santiago, Chiu, Waldron,",Committee Secretary,Wood | Maienschein | Bonta | Burke | Gallagher | Limon | Mccarty | Nazarian | Patterson | Quirk-Silva | Ridley-Thomas | Rodriguez | Santiago | Chiu | Waldron,0,,
376839,"Hi there. Melissa Emmel on behalf of Mayor Edwin Lee and the City and County of San Francisco, in support.",Melissa Emmel,Melissa Emmel | Edwin Lee,1,Melissa Emmel,
668487,Thank you Mr. Speaker. AB 2656 is back on concurrence. The bill took technical clarifying amendments in the Senate and has not received any no votes throughout the process. I respectfully ask for your aye vote.,Phillip Chen,,0,,
468098,"Cannella? Moorlach? Wilk? Wilk, no.",Committee Secretary,Cannella | Moorlach | Wilk,0,,
322088,"Gary [UNKNOWN] Congress of California Seniors, we strongly support this budget request.",Gary Passmore,Gary,1,Gary,
683505,"Senate Bill 720 by Senator Allen and others, an act relating to environmental education.",Committee Secretary,Allen,0,,
662345,"Assembly Concurrent Resolution 262 by Assembly Member Bigelow and others, relative to the contributions of Chinese Americans to Yosemite National Park and the Sierra Nevada.",Committee Secretary,Bigelow,0,,
352022,That bill's also out of Committee. Moves onto the year Committee and judiciary. Thank you Mr. Stone.,Bill Dodd,Stone,0,,
470970,"Mrs. Waldron, you're recognized.",Autumn Burke,Waldron,0,,
620093,"So Mr. Quirk, we have had discussions. We will follow up. We'll have more discussions. So yes, sir.",Rob Lapsley,Quirk,0,,
634257,"There's a motion by Senator Stone, next witness.",Bob Wieckowski,Stone,0,,
504748,Senator Roth.,Jim Beall,Roth,0,,
479910,"Mr Obernolte, you are recognized.",Autumn Burke,Obernolte,0,,
380254,"Thank you Mr. Stone, seeing no discussion on this item, clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote. All members voted that desire to vote. The clerk will close the roll and tally the vote. Ayes 42, nos 21. That measure passes.",Kevin Mullin,Stone,0,,
524400,"Skinner? Aye. Skinner, aye, Weiner? Aye. Weiner, aye.",Committee Secretary,Skinner | Weiner,0,,
409296,Senator Leyva.,Hannah-Beth Jackson,Leyva,0,,
567281,"Medina? Aye. Medina, aye. Baker? Aye. Baker, aye. Arambula? Aye. Arambula, aye. Bloom? Chavez? Aye. Chavez, aye. Irwin? Aye. Irwin, aye. Kiley? Aye. Kiley, aye. Levine? Aye. Levine, aye. Low? Patterson? Aye. Patterson, aye. Quirk-Silva? Aye. Quirk-Silva, aye? Santiago? Weber? Aye. Weber, aye.",Committee Secretary,Medina | Baker | Arambula | Bloom | Chavez | Irwin | Kiley | Levine | Low | Patterson | Quirk-Silva | Santiago | Webber,0,,
652856,"The motion is do passed and re-referred to the Committee on judiciary. Talamantes Eggman? Aye. Talamantes Eggman aye, Patterson? Patterson not voting. Burke? Frazier? Lackey? Lackey, Aye. Medina? Quirk-Silva? Quirk-Silva, aye.",Committee Secretary,Talamantes Eggman | Patterson | Burke | Frazier | Lackey | Medina | Quirk-Silva,0,,
422041,"Okay, thank you very much. Other folks who want to testify opposition or raise concerns? Okay, the items before the Committee for questions and concerns, Senator Leyva?",Benjamin Allen,Leyva,0,,
666870,"Thank you Madam President, members I rise to present AB 1909 by Assemblymember Nazarian. AB 1909 would extend the same language translation rules that apply to recipients of in home support services to IHSS providers. This bill would assure that IHSS receive program instructions, timesheets, tax notices, forms, and other important materials in a language that they can understand and prefer. This bill has received unanimous support, and I respectfully ask for your aye vote.",Janet Nguyen,Nazarian,0,,
689540,"Thank you, Senator Laura. Assembly Member Gipson.",Steven Glazer,Laura | Gipson,0,,
493611,"Leyva aye, Cannella?",Committee Secretary,Levya | Cannella,0,,
407818,Mr. Bocanegra you are recognized.,Autumn Burke,Bocanegra,0,,
338362,"Mr. Speaker and members, I rise to recognize the 2017 Stars of Life award recipients, joining us in the Assembly gallery. The Stars of Life Award recognizes emergency medical technicians, paramedics, and dispatchers who embody the spirit and commitment of first responders throughout California. As a former award recipient, I thank you for your service to your communities and for your answering the call of duty. Members, please join me in recognizing these guests who are seated to the right above me, at the gallery, with a round of applause.",Freddie Rodriguez,,0,,
354415,"I, Evan Nguyen from Cosumnes River College, and I also support this bill.",Evan Nguyen,Evan Nguyen,1,Evan Nguyen,
406475,"Thank you, Dr. Weber. Seeing no discussion or debate on the item, clerk will open the roll. All members vote, who desire to vote. All member vote, who desire to vote. All members vote, who desire to vote. The clerk will close the roll and tally the vote. Ayes 66, noes 0. That measure passes.",Kevin Mullin,Weber,0,,
520267,"Thank you. While my colleague's walking up, I'll just make some introductory comments. We appreciate the Legislature's action with regard to our veteran students. I just want to note that beyond Veterans Resource Center, we're working to address the needs of veterans across our organization. That we're spending time considering how we recognize the knowledge, skills and assets that veterans bring to our institutions. And as Chancellor Oakley mentioned yesterday, our office is thinking especially hard about competency-based education. Which we think can have an important impact for veterans, given the skills they've Learned while serving. So I'll introduce David Lawrence, who's responsible for veterans' services in our office and he'll provide an update on the use of funds.",Christian Osmena,Oakley | David Lawrence,0,,
591651,"Correct. Assemblymember Chau? Aye. Chau, aye. So-",Committee Secretary,Chau,0,,
407853,"Assembly Bill 1136 by Assemblymember Eggman, an act relating to health facilities.",Reading Clerk,Eggman,0,,
477084,"Good morning, Jack Kitowski with California Air Resources Board. And yes, I think Mr. Almy's comment is exactly right. I would add a little more detail, I would point out that we have a variety of different funding sources and I think they're very dependent on where the technology is and the purpose of each of those funding sources. So, for some of them, as he described, there are very specific allocations that we know already that they will be going to different air districts or different regions already defined. Others, the purpose is more to test out the technology and so, as we do that, we go through a public process. We work with stakeholders, we identify where's the most viable places to put that technology. We generally do put overlays in that that make sure it doesn't all go to one area or one region. And that's part of the public process we go through in developing the specific criteria in allocating the funds.",Jack Kitowski,Jack Kitowski,1,Jack Kitowski,
492925,"I heard and saw a lot of Governor's plan for education, especially as it pertains to K-12 and community college. But I didn't hear or see much on higher education and in the next couple of weeks, both the UC Regents and the CSU Trustees will be considering tuition hikes. And it strikes me that we're going to be asking California students and both the CSU and the UC to pay higher tuition at a time where, as you just presented to us, California is doing the best financially, as you stated Mr. Taylor, in your lifetime. And that's a big irony to me. It is my understanding, and I will ask how do you respond? How does the Governor's administration respond?",Jose Medina,Taylor,0,,
622300,"Senate Bill 854, by the Committee on Budget and Fiscal Review, an act in the public resources making appropriation therefore to take effect immediately. Bill related to the budget.",Committee Secretary,,0,,
613175,"Thank you, Senator Moorlach.",Philip Ting,Moorlach,0,,
677789,Senator Delgado.,Connie Leyva,Delgado,0,,
472171,"Wieckowski? Aye. Aye, Wiener? Aye. Aye, Wilk? Aye. Aye, Berryhill, aye?",Reading Clerk,Wieckowski | Wiener | Berryhill,0,,
658094,"File item 24 AB 1782 by Mr. Muratsuchi, clerk will read.",Kevin Mullin,Muratsuchi,0,,
378325,"Any additional speakers in support? Any speakers in opposition? Members have questions of the presenter, Ms. Aguiar?",Franklin Bigelow,Aguiar,0,,
571274,Nicole Wardelman on behalf of the San Bernardino County Board of Supervisors in opposition.,Nicole Wordelman,Nicole Wardelman,1,Nicole Wardelman,
551838,"We have Mr Gloria representing AB 2843. We have a motion and a second, Mr Gloria? You sure did, yes you did.",Jim Wood,Gloria,0,,
304549,"So, absolutely the complications and tide with any large project exist and the scope changing that we've experienced in some cases it couldn't have been foreseen. We're taking 2,500 antiquated systems everything from the main frames to literally Excel spreadsheets on individual work stations and trying to understand in centralize this project. So working with the vendor and putting as much as we can on the vendor, we absolutely, we try to do as much as that we can. I think some of the approaches that Amy is bringing on to the system moving forward will enable us to have a little more authority in that area because we've entered into this contract a long time ago. But having-",Miriam Barcellona-ingenito,Amy,0,,
687150,"Mr. Clerk, you may close the roll and tally the votes. Ayes 43, noes 0, the Senate Amendments are concurred in. We're moving now to Item 13, AB 1914, Mr. Clerk, please read.",Laura Friedman,,0,,
674303,"Thank you Mr. Speaker and Members. AB 2988 is back from the Senate for concurrence. The Senate amendments have narrowed the bills provisions providing that when a government entity intends to dispose of biological material, and the person is currently serving a term of imprisonment, the notification will be sent to the current location where the person is incarcerated.   Any counsel of record, the public defender, the District Attorney and the Attorney General. This bill has received bipartisan support and has no opposition. I respectfully ask for your aye vote on concurrence.",Shirley Weber,,0,,
591546,"Ms. Waldron, welcome. File item 6, AB 1943. Welcome. Thank you. There has been a motion to move, is there a second? There has been a second. Ms. Waldron.",David Chiu,Waldron,0,,
650129,Ernie Silva for the School for Integrated Academics and Technologies in strong support.,Ernie Silva,Ernie Silva,1,Ernie Silva,
538977,"Next. Mr. Wood, AB 1959. We have a first? We have a second. Thank you, Mr. Wood, if you'd like to present on item number one from AB 1959.",Miguel Santiago,Wood,0,,
591748,"I don't know, I would certainly say that any district that is not consistent year over year needs to remedy that, so within Amelier, they need to have more consistent policies. But from LEA to LEA, that's where our concern with the bill comes. So, the locals are the ones who would know for example, if they have a gang problem, if they have a Neo-nazi problem, if they have an influx of Muslim immigrants where if someone wants to do a campaign of wearing a stole that says Jesus saves or John 3:16, it means something other than a sincere expression.  The locals would know that and they should establish a consistent policy and definitely not change that year over year but those are things that would be prevented by this bill, so, I will try to close. I know this Committee has discussed and approved this bill before, so, we have really tried to find a way to make this work. We've worked consistently over the past two years.  And we would like for people to have the rights of this bill would create but on balance, a nice to have in a public forum, in an educational ceremony just doesn't outweigh for us the disruption it would cause and the very clear lawsuits that would result from this. And I say that as someone who hails from the district that was sued for allowing under God in the pledge. So, we read this bill as actually creating more litigation against us than the status quo. So, I respectfully ask for your no vote.",Nancy Espinoza,Jesus | John,0,,
424224,"Thank you, Madam President. To implement provisions of the state administration and Cannabis Trader bills and to make various technical changes to budget items. Specifically, the bill clarifies the resources available to each of the four members of the Board of Equalization. To ensure that each member is authorized the same number of staff in 1718 as they employed on June 15th of 2017. The bill also requires a report from the Department of Finance to the Legislature that reflects an evaluation of ongoing staffing needs. It provides a total of $5.6 million to the Bureau of Cannabis Control, the Department of Public Health and Department of Food and Agriculture, to implement responsibilities associated with the Cannabis Trader bill. These include establishing quality assurance and tax verification inspectors, maintaining the state medical identification card, and establishing an office to meet the needs of residents on the north coast. It appropriates $19 million from the Prop 1 water bond, $49 million from the Santa Monica Mountains Conservancy, and $49 million for the San Gabriel and lower Los Angeles rivers and mountains conservancy. It also makes various technical changes consistent with the intent of the 2017 budget act.",Holly Mitchell,,0,,
325003,"Any questions, Senator Gloria and then.",Eduardo Garcia,Gloria,0,,
358582,Theo Pahos on behalf of Tenet's 13 Hospitals in the state in support.,Theo Pahos,Theo Pahos,1,Theo Pahos,
573179,"Well, I think intent of the focus behind the bill was the major social media companies. Where much of the political money, new political money, is moving with regard to statewide ballot measures. We had $1 billion spent in 2012 and 2016 on statewide ballot measures. I expect much of that money in 2018 and 2020 and beyond will be moving into Facebook and Twitter. But the way the bill's crafted, it's probably applicable to social media platforms in general. But you raise an interesting issue, Mr. Harper. As the bill moves forward, we'll make sure that there's clarity on definitions around social media. My goal is broadly applicable, and making sure that we're capturing that information on the major social media platforms. But we can fine tune some of that language, and Trent, I don't know if you want to add additional comment.",Kevin Mullin,Harper | Trent,0,,
319462,"Good morning Senator Hertzberg, it's been a while since I had an opportunity to present. Members, Billy Gorring representing the Motorcycle Industry Council. We represent all the manufacturers that produce off-road motorcycles, side-by-sides, quads, etc. the Recreational Off Highway Vehicle Association, and especially Vehicle Institute of America. And we're opposed to the bill however, I think that Mr. Craven provides a great deal in his analysis about getting together. and trying to come up with some amicable solution which we've reiterated to staff. And we just don't want to throw the baby out with the bath water, because the testimony by Mr. McHale and Mr. Ham covers the situation exceptionally well. And we look forward to negotiating. Thank you.",Billy Gorring,Billy Gorring | Hertzberg | Craven | McHale | Ham,1,Billy Gorring,
451991,"Okay, we'll put that back on call. We need one more vote. want to do this one? Item number 17, SB-793, Hill.",Cecilia Aguiar-Curry,Hill,0,,
641062,"Weiner? Berryhill? Glazer? Aye. Glazer, aye. Leyva? Aye. Leyva, aye. Portantino? Aye. Portantino, aye. That's five.",Committee Secretary,Wiener | Berryhill | Glazer | Leyva | Portantino,0,,
336397,"Gray, aye. Bigelow, aye, Acosta, aye, Aguiar-Curry, not voting, Bocanegra, aye, Bonta, aye, Brough, not voting, Cooley, Cooper, aye, Daly, Gallagher, aye, Eduardo Garcia, aye, Gipson, aye, Gloria, Jones-Sawyer, aye, Kiley, aye,  Levine, aye, Rubio, aye, Salas, aye, Waldron, aye.",Committee Secretary,Gray | Bigelow | Acosta | Aguiar-Curry | Bocanegra | Bonta | Brough | Cooley | Cooper | Daly | Gallagher | Garcia | Gipson | Gloria | Jones-Sawyer | Kiley | Levine | Rubio | Salas | Waldron,0,,
470070,Thank you. Senator Stone.,Mike McGuire,Stone,0,,
418957,"Senate Bill 96 with amendments, by Assemblymember Harper.",Committee Secretary,Harper,0,,
378500,"Mr. Lackey, you are recognized.",Autumn Burke,Lackey,0,,
685650,Thank you. Debate or discussion on this item? Is there any debate or discussion? Senator Wiener.,Hannah-Beth Jackson,Wiener,0,,
306488,Thank you. Senator Roth.,Holly Mitchell,Roth,0,,
409468,Senator Wiener.,Connie Leyva,Wiener,0,,
677923,"Allen? Anderson? No. No, Atkins? Aye. Aye, Bates? No, Beall? Aye. Aye, Berryhill? Bradford? Aye. Aye. Cannella? Chang? De Leon? Aye. Aye, Delgado? Aye. Aye. Dodd? Aye. Aye. Aye, Fuller? No. No, Gaines? No. No, Galgiani? Aye. Aye, Glazer? Aye. Aye, Hernandez? Aye. Aye, Hertzberg? Aye. Aye, Hill? Aye. Aye, Hueso? Aye. Aye, Jackson? Aye. Aye, Lara? Aye. Aye, Leyva? Aye. Aye, Mcguire? Aye. Aye, Mitchell? Aye. Aye, Monning? Aye. Aye, Moorlach? No. No, Morrell? No. No, Nguyen? No. No, Nielsen? No. No, Pan? Aye. Aye, Portantino? Aye. Aye, Roth? Aye. Aye, Skinner? Aye. Aye, Stern? Aye. Aye, Stone? No. No, Videk? No. No, Wieckowski? Aye. Aye, Wiener? Aye. Aye, Wilk? No. No.",Committee Secretary,Allen | Anderson | Atkins | Bates | Beall | Berryhill | Bradford | Cannella | Chang | DeLeon | Delgado | Dodd | Fuller | Gaines | Galgiani | Glazer | Hernandez | Hertzberg | Hill | Hueso | Jackson | Lara | Leyva | McGuire | Mitchell | Monning | Moorlach | Morrell | Nguyen | Nielsen | Pan | Portantino | Roth | Skinner | Stern | Stone | Vidak | Wieckowski | Wiener | Wilk,0,,
466267,"Wiener, Bradford. Aye. Aye. DeLeon? Aye. Aye, Monning?",Committee Secretary,Wiener | Bradford | DeLeon | Monning,,,
435772,"Item 5, AB 1179 by Kalra, do pass, and referred to Appropriations Committee, Senators Wieckowski? Aye. Wieckowski, aye, Stone? No. Stone, no, Gaines, Hill? Aye. Hill, aye, Lara? Aye. Lara, aye, Skinner, Stern? Aye. Stern, aye.",Committee Secretary,Kalra | Wieckowski | Stone | Gaines | Hill | Lara | Skinner | Stern,0,,
393743,"Bill in support, Vivian Erickson, on behalf of Community Nature Connections, the Land Trust of Santa Cruz County, CalTrout, and Arroyos and Foothills Conservancy, in strong support of SB 5.",Vivian Erickson,Vivian Erickson,1,Vivian Erickson,
409674,"Well thank you Madam President and members. I rarely get up and speak but this particular bill does tweak my interest somewhat. The last few years, federal governments been subsidizing California by about $600 billion. You've scored this thing at $400 billion. So I mean I understand about the 15% payroll tax that you plan on adding to pay for this but this begs a question of the author if you're willing to take one.",Tom Berryhill,,0,,
